1;43196;Map:base/location.4;54;Травников Михаил;;;;;icon;;"Инженер геодезист
<br>Травников Михаил";;;;;Map:level02/4/120/-34;/svg/marker/People.svg;[40,40];[0,-20];[93,-172];"Инженер геодезист
<br>Травников Михаил";1;[3,4,5];;;;;;;;;;;;;;
1;43994;Map:base/car;54;Транспорт ;;;;Car;;;Транспорт;;;;base;;;;;;;;;;;;;;;;;;;;;;
1;43995;Map:base/car.1;54;р047ак77;;;;;icon;;р047ак77;;;;;Map:level02/4/120/-34;/svg/marker/Car_truck.svg;[40,40];[0,-20];[178,-170];р047ак77;1;[3,4,5];;;;;;;;;;;;;;
1;43996;Map:base/car.2;54;р429ак77;;;;;icon;;р429ак77;;;;;Map:level02/4/120/-34;/svg/marker/Car_truck.svg;[40,40];[0,-20];[110,-274];р429ак77;1;[3,4,5];;;;;;;;;;;;;;
1;41994;Map:base/sen;54;Анализаторы ;;;;Sen;;;Анализаторы ;;;;base;;;;;;;;;;;;;;;;;;;;;;
1;47000;Map:base/tank;54;Хранение;;;;Tank;;;Емкости ;;;;base;;;;;;;;;;;;;;;;;;;;;;
1;147002;Map:base/light;54;Освещение;;;;Lights;;;Освещение;;;;base;;;;;;;;;;;;;;;;;;;;;;
1;147003;Map:base/light.0;54;Освещение 0;;;;;html;;Автомат;;;;;;/svg/marker/Lamp.svg;[40,40];[0,-20];[80.00,-100.00];light-0;1;[2,3,4,5];$map-controller;1;<visiobas src='/svg/marker/Lamp.svg'></visiobas>;;;;;;;;;;;Site:Engineering/LIGHTNING.BI_3200
1;1470031;Map:base/light.0.1;54;Выключить автомат;;;;;;;;;;;;Site:Engineering/LIGHTNING.BO_3901;;;;;;;;;;;;;;;;;;;/html_vdesk/template/svg/qf-on.svg;/html_vdesk/template/svg/qf-on.svg;
1;1470032;Map:base/light.0.2;54;Включить автомат;;;;;;;;;;;;Site:Engineering/LIGHTNING.BO_3902;;;;;;;;;;;;;;;;;;;/html_vdesk/template/svg/qf-off.svg;/html_vdesk/template/svg/qf-off.svg;
1;147009;Map:base/light.4;54;Освещение 5;;;;;html;;Свет 05;;;;;;/svg/marker/Lamp.svg;[40,40];[0,-20];[140.00,-100.00];light-3;1;[2,3,4,5];$map-controller;1;<visiobas src='/svg/marker/Lamp.svg'></visiobas>;;;;;;;;;;;Site:Engineering/LIGHTNING.BI_3204
1;147010;Map:base/light.4.1;54;Включить свет;;;;;;;;;;;;Site:Engineering/LIGHTNING.BO_3904;;;;;;;;;;;;;;;;;;;/html_vdesk/template/svg/lamp-on.svg;/html_vdesk/template/svg/lamp-off.svg;
1;147011;Map:base/light.5;54;Освещение 6;;;;;html;;Свет 06;;;;;;/svg/marker/Lamp.svg;[40,40];[0,-20];[170.00,-100.00];light-4;1;[2,3,4,5];$map-controller;1;<visiobas src='/svg/marker/Lamp.svg'></visiobas>;;;;;;;;;;;Site:Engineering/LIGHTNING.BI_3205
1;147012;Map:base/light.5.1;54;Включить свет;;;;;;;;;;;;Site:Engineering/LIGHTNING.BO_3905;;;;;;;;;;;;;;;;;;;/html_vdesk/template/svg/lamp-on.svg;/html_vdesk/template/svg/lamp-off.svg;
1;147014;Map:base/light.6;54;Освещение 7;;;;;html;;Свет 07;;;;;;/svg/marker/Lamp.svg;[40,40];[0,-20];[200.00,-100.00];light-6;1;[2,3,4,5];$map-controller;1;<visiobas src='/svg/marker/Lamp.svg'></visiobas>;;;;;;;;;;;Site:Engineering/LIGHTNING.BI_3206
1;147015;Map:base/light.6.1;54;Включить свет;;;;;;;;;;;;Site:Engineering/LIGHTNING.BO_3906;;;;;;;;;;;;;;;;;;;/html_vdesk/template/svg/lamp-on.svg;/html_vdesk/template/svg/lamp-off.svg;
1;147016;Map:base/light.7;54;Освещение 8;;;;;html;;Свет 08;;;;;;/svg/marker/Lamp.svg;[40,40];[0,-20];[230.00,-100.00];light-7;1;[2,3,4,5];$map-controller;1;<visiobas src='/svg/marker/Lamp.svg'></visiobas>;;;;;;;;;;;Site:Engineering/LIGHTNING.BI_3207
1;147017;Map:base/light.7.1;54;Включить свет;;;;;;;;;;;;Site:Engineering/LIGHTNING.BO_3907;;;;;;;;;;;;;;;;;;;/html_vdesk/template/svg/lamp-on.svg;/html_vdesk/template/svg/lamp-off.svg;
1;47006;Map:base/car.3;54;Видео;;;;;popup;;Камера онлайн 7;;;;;;/svg/marker/camera.svg;[40,40];[0,-20];[183,-200];Камера онлайн внешняя 7;1;[2,3,4,5];;;<iframe src='https://cameras.inetcom.ru/embed/11' width='300' height='170' frameborder='0'></iframe>;;;;;;;;;;;
1;47009;Map:base/sen.2;54;PP-02;;;;;popup;;PP-02;;;;;Site:GAS_ANALYZERS/GAS_ANALYZER_1;/svg/marker/ex_icon.svg;[40,40];[0,-20];[183,-240];PP-03;1;[2,3,4,5];;;<visiobas src='/svg/svg-element/gas/ex_analyzer2.svg'></visiobas>;;PP-02;Site:GAS_ANALYZERS/GAS_ANALYZER_2.CH4_LEVEL;Site:GAS_ANALYZERS/GAS_ANALYZER_2.C3H8_LEVEL;Site:GAS_ANALYZERS/GAS_ANALYZER_2.Ex_LEVEL;Site:GAS_ANALYZERS/GAS_ANALYZER_2.H2_LEVEL;Site:GAS_ANALYZERS/GAS_ANALYZER_2.Ex_LEVEL;;;;
1;47007;Map:base/tank.1;54;Танк 01/3;;;;;popup;;Танк 01/3;;;;;Site:TANKS/Tank_01;/svg/marker/Tank.svg;[40,40];[0,-20];[130,-150];Танк 01/3;1;[2,3,4,5];;;<visiobas src='/svg/svg-element/tank/Tank_A.svg'></visiobas>;;Нефть;;;;;Site:PETROL-STATIONS/PETROL-STATION_1.tankDT_level;тонн;;;
1;47008;Map:base/car.4;54;Камера 1;;;;;popup;;Камера онлайн 1;;;;;;/svg/marker/camera.svg;[40,40];[0,-20];[210,-200];Камера онлайн внешняя 1;1;[2,3,4,5];;;<iframe src='https://cameras.inetcom.ru/embed/2' width='300' height='170' frameborder='0'></iframe>;;;;;;;;;;;
1;47010;Map:base/car.5;54;Камера 2;;;;;popup;;Камера онлайн 2;;;;;;/svg/marker/camera.svg;[40,40];[0,-20];[105,-330];Камера онлайн внешняя 2;1;[2,3,4,5];;;<iframe src='https://cameras.inetcom.ru/embed/4' width='300' height='170' frameborder='0'></iframe>;;;;;;;;;;;
1;47011;Map:base/car.6;54;Камера 3;;;;;popup;;Камера онлайн 3;;;;;;/svg/marker/camera.svg;[40,40];[0,-20];[188,-320];Камера онлайн внешняя 3;1;[2,3,4,5];;;<iframe src='https://cameras.inetcom.ru/embed/5' width='300' height='170' frameborder='0'></iframe>;;;;;;;;;;;
1;47012;Map:base/car.7;54;Камера 4;;;;;popup;;Камера онлайн 4;;;;;;/svg/marker/camera.svg;[40,40];[0,-20];[283,-266];Камера онлайн внешняя 4;1;[2,3,4,5];;;<iframe src='https://cameras.inetcom.ru/embed/6' width='300' height='170' frameborder='0'></iframe>;;;;;;;;;;;
1;47013;Map:base/car.8;54;Камера 5;;;;;popup;;Камера онлайн 5;;;;;;/svg/marker/camera.svg;[40,40];[0,-20];[310,-60];Камера онлайн внешняя 5;1;[2,3,4,5];;;<iframe src='https://cameras.inetcom.ru/embed/8' width='300' height='170' frameborder='0'></iframe>;;;;;;;;;;;
1;47014;Map:base/car.9;54;Камера 6;;;;;popup;;Камера онлайн 6;;;;;;/svg/marker/camera.svg;[40,40];[0,-20];[131,-118];Камера онлайн внешняя 6;1;[2,3,4,5];;;<iframe src='https://cameras.inetcom.ru/embed/10' width='300' height='170' frameborder='0'></iframe>;;;;;;;;;;;
1;48000;Map:novoaltaisk;54;Новоалтайск;[300,-190];2;[[0,0],[700,-400]];novoaltaisk;layer;2;Новоалтайск;2;5;200;;;;;;;;;;;;;;;;;;;;;;;
